timestamp,file_path,file_size,entropy,event_type,file_extension,label,file_size_kb,hour,minute,is_text_file,is_binary_file,high_entropy,very_high_entropy,large_file
2025-09-26 06:22:31.754664421,iot_test_files/normal/config_device_0.cfg,55,4.132795450559985,created,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.755466938,iot_test_files/normal/config_device_0.cfg,55,4.132795450559985,modified,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.755673885,iot_test_files/normal/sensor_data_1.json,55,4.492380568259549,created,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.755821228,iot_test_files/normal/sensor_data_1.json,55,4.492380568259549,modified,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.755961657,iot_test_files/normal/system_log_2.log,82,4.75865448802291,created,.log,0,0.080078125,6,22,True,False,0,0,0
2025-09-26 06:22:31.756092072,iot_test_files/normal/system_log_2.log,82,4.75865448802291,modified,.log,0,0.080078125,6,22,True,False,0,0,0
2025-09-26 06:22:31.756236076,iot_test_files/normal/backup_data_3.dat,145,5.633164738464349,created,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.756378174,iot_test_files/normal/backup_data_3.dat,145,5.633164738464349,modified,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.756501675,iot_test_files/normal/config_device_4.cfg,55,4.1917974959751945,created,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.756617785,iot_test_files/normal/config_device_4.cfg,55,4.1917974959751945,modified,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.756756306,iot_test_files/normal/sensor_data_5.json,55,4.506105795571611,created,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.756938934,iot_test_files/normal/sensor_data_5.json,55,4.506105795571611,modified,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.757086754,iot_test_files/normal/system_log_6.log,82,4.76038265204823,created,.log,0,0.080078125,6,22,True,False,0,0,0
2025-09-26 06:22:31.757220507,iot_test_files/normal/system_log_6.log,82,4.76038265204823,modified,.log,0,0.080078125,6,22,True,False,0,0,0
2025-09-26 06:22:31.757362366,iot_test_files/normal/backup_data_7.dat,145,5.646510038007309,created,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.757491112,iot_test_files/normal/backup_data_7.dat,145,5.646510038007309,modified,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.757635355,iot_test_files/normal/config_device_8.cfg,55,4.141708632299495,created,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.757762909,iot_test_files/normal/config_device_8.cfg,55,4.141708632299495,modified,.cfg,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.757883787,iot_test_files/normal/sensor_data_9.json,55,4.367748696036397,created,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.758003950,iot_test_files/normal/sensor_data_9.json,55,4.367748696036397,modified,.json,0,0.0537109375,6,22,True,False,0,0,0
2025-09-26 06:22:31.758129835,iot_test_files/normal/system_log_10.log,83,4.782111727629281,created,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.758245230,iot_test_files/normal/system_log_10.log,83,4.782111727629281,modified,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.758366108,iot_test_files/normal/backup_data_11.dat,145,5.670094373539558,created,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.758489609,iot_test_files/normal/backup_data_11.dat,145,5.670094373539558,modified,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.758619547,iot_test_files/normal/config_device_12.cfg,56,4.246177744107237,created,.cfg,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.758737803,iot_test_files/normal/config_device_12.cfg,56,4.246177744107237,modified,.cfg,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.758900642,iot_test_files/normal/sensor_data_13.json,56,4.5548733954965765,created,.json,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.759033918,iot_test_files/normal/sensor_data_13.json,56,4.5548733954965765,modified,.json,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.759154797,iot_test_files/normal/system_log_14.log,83,4.775701258043262,created,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.759280205,iot_test_files/normal/system_log_14.log,83,4.775701258043262,modified,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.759557962,iot_test_files/normal/backup_data_15.dat,145,5.735789459300461,created,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.759802103,iot_test_files/normal/backup_data_15.dat,145,5.735789459300461,modified,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.760025263,iot_test_files/normal/config_device_16.cfg,56,4.246177744107237,created,.cfg,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.760232925,iot_test_files/normal/config_device_16.cfg,56,4.246177744107237,modified,.cfg,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.760459661,iot_test_files/normal/sensor_data_17.json,56,4.590587681210862,created,.json,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.760687590,iot_test_files/normal/sensor_data_17.json,56,4.590587681210862,modified,.json,0,0.0546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.760944366,iot_test_files/normal/system_log_18.log,83,4.775701258043262,created,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.761178017,iot_test_files/normal/system_log_18.log,83,4.775701258043262,modified,.log,0,0.0810546875,6,22,True,False,0,0,0
2025-09-26 06:22:31.761398554,iot_test_files/normal/backup_data_19.dat,145,5.726913897384577,created,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:31.761650085,iot_test_files/normal/backup_data_19.dat,145,5.726913897384577,modified,.dat,0,0.1416015625,6,22,False,True,0,0,0
2025-09-26 06:22:43.851728201,iot_test_files/normal/log_1758867763_6458.txt,113,3.969422283108321,created,.txt,0,0.1103515625,6,22,True,False,0,0,0
2025-09-26 06:22:43.853576899,iot_test_files/normal/log_1758867763_6458.txt,113,3.969422283108321,modified,.txt,0,0.1103515625,6,22,True,False,0,0,0
2025-09-26 06:22:56.004640341,iot_test_files/normal/config_device_0.cfg,111,4.764212321919475,modified,.cfg,0,0.1083984375,6,22,True,False,0,0,0
2025-09-26 06:23:08.095717907,iot_test_files/normal/sensor_data_13.json,0,4.848609716990332,modified,.json,0,0.0,6,23,True,False,0,0,0
2025-09-26 06:23:08.096575499,iot_test_files/normal/sensor_data_13.json,99,4.848609716990332,modified,.json,0,0.0966796875,6,23,True,False,0,0,0
2025-09-26 06:23:20.147704363,iot_test_files/normal/log_1758867800_5523.txt,113,3.958033287729534,created,.txt,0,0.1103515625,6,23,True,False,0,0,0
2025-09-26 06:23:20.148054361,iot_test_files/normal/log_1758867800_5523.txt,113,3.958033287729534,modified,.txt,0,0.1103515625,6,23,True,False,0,0,0
2025-09-26 06:23:44.425916910,iot_test_files/normal/config_device_0.cfg,0,0.0,modified,.cfg,0,0.0,6,23,True,False,0,0,0
2025-09-26 06:23:44.426623583,iot_test_files/normal/config_device_0.cfg,154,4.831736633030845,modified,.cfg,0,0.150390625,6,23,True,False,0,0,0
2025-09-26 06:23:56.614005804,iot_test_files/normal/config_device_8.cfg,98,4.816384110281584,modified,.cfg,0,0.095703125,6,23,True,False,0,0,0
2025-09-26 06:24:08.656434774,iot_test_files/normal/config_device_4.cfg,111,4.813849934571068,modified,.cfg,0,0.1083984375,6,24,True,False,0,0,0
2025-09-26 06:24:20.772377014,iot_test_files/normal/log_1758867860_2808.txt,113,3.894287548633338,created,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:24:20.772806883,iot_test_files/normal/log_1758867860_2808.txt,113,3.894287548633338,modified,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:24:45.089598417,iot_test_files/normal/log_1758867885_4442.txt,113,3.969422283108321,created,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:24:45.090062857,iot_test_files/normal/log_1758867885_4442.txt,113,3.969422283108321,modified,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:24:57.264444589,iot_test_files/normal/log_1758867897_1579.txt,113,3.945042747690945,created,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:24:57.264935970,iot_test_files/normal/log_1758867897_1579.txt,113,3.945042747690945,modified,.txt,0,0.1103515625,6,24,True,False,0,0,0
2025-09-26 06:25:09.340842485,iot_test_files/normal/system_log_18.log,0,0.0,deleted,.log,0,0.0,6,25,True,False,0,0,0
2025-09-26 06:25:33.534828901,iot_test_files/normal/log_1758867933_6932.txt,113,3.951723168064073,created,.txt,0,0.1103515625,6,25,True,False,0,0,0
2025-09-26 06:25:33.535589695,iot_test_files/normal/log_1758867933_6932.txt,113,3.951723168064073,modified,.txt,0,0.1103515625,6,25,True,False,0,0,0
2025-09-26 06:25:45.738434315,iot_test_files/normal/log_1758867800_5523.txt,169,4.3640281676318855,modified,.txt,0,0.1650390625,6,25,True,False,0,0,0
2025-09-26 06:25:57.783040047,iot_test_files/normal/system_log_14.log,139,4.834643299571129,modified,.log,0,0.1357421875,6,25,True,False,0,0,0
2025-09-26 06:26:09.914843082,iot_test_files/normal/log_1758867763_6458.txt,169,4.375690057894467,modified,.txt,0,0.1650390625,6,26,True,False,0,0,0
2025-09-26 06:26:22.016583919,iot_test_files/normal/backup_data_3.dat,188,5.577150480909248,modified,.dat,0,0.18359375,6,26,False,True,0,0,0
2025-09-26 06:26:22.017342091,iot_test_files/normal/backup_data_3.dat,188,5.577150480909248,modified,.dat,0,0.18359375,6,26,False,True,0,0,0
2025-09-26 06:26:34.139759541,iot_test_files/normal/log_1758867994_5521.txt,113,3.970306048330532,created,.txt,0,0.1103515625,6,26,True,False,0,0,0
2025-09-26 06:26:34.140806913,iot_test_files/normal/log_1758867994_5521.txt,113,3.970306048330532,modified,.txt,0,0.1103515625,6,26,True,False,0,0,0
2025-09-26 06:26:46.277563810,iot_test_files/normal/backup_data_15.dat,0,0.0,deleted,.dat,0,0.0,6,26,False,True,0,0,0
2025-09-26 06:26:58.305180788,iot_test_files/normal/system_log_14.log,195,4.814660018372145,modified,.log,0,0.1904296875,6,26,True,False,0,0,0
2025-09-26 06:27:10.393835545,iot_test_files/normal/log_1758867860_2808.txt,156,4.311284842207469,modified,.txt,0,0.15234375,6,27,True,False,0,0,0
2025-09-26 06:27:22.449595213,iot_test_files/normal/sensor_data_13.json,0,0.0,deleted,.json,0,0.0,6,27,True,False,0,0,0
2025-09-26 06:27:34.523072720,iot_test_files/normal/log_1758867860_2808.txt,0,0.0,deleted,.txt,0,0.0,6,27,True,False,0,0,0
2025-09-26 06:27:46.616581917,iot_test_files/normal/config_device_16.cfg,112,4.861438101543468,modified,.cfg,0,0.109375,6,27,True,False,0,0,0
2025-09-26 06:27:58.756251574,iot_test_files/normal/config_device_12.cfg,99,4.844244025015284,modified,.cfg,0,0.0966796875,6,27,True,False,0,0,0
2025-09-26 06:27:58.757238388,iot_test_files/normal/config_device_12.cfg,99,4.844244025015284,modified,.cfg,0,0.0966796875,6,27,True,False,0,0,0
2025-09-26 06:28:10.843077898,iot_test_files/normal/backup_data_11.dat,201,5.653493203106905,modified,.dat,0,0.1962890625,6,28,False,True,0,0,0
