file_size,entropy,label
91.21499222693697,6.503866809467432,1
105.26786494207103,3.6440937145168744,0
79.27637592526118,2.282584584226941,0
27.859865505668722,4.399256221498799,0
162.24795740184106,8.567835109000866,1
40.23689741721912,6.3251772585785995,1
168.53705277774313,1.1629810736407773,0
205.4567320799378,5.990301377805638,0
88.44932349264477,6.245803242131502,1
79.36869287406299,1.3504413322380566,0
42.965685894115644,5.392951932144796,1
87.89220455865085,3.127665329024084,0
190.93134806967868,5.817430722345901,0
43.69454124347697,6.72772416958838,0
51.56854671070684,2.1365964284804027,0
70.01974514126157,3.415337682710091,0
68.2768100706801,5.299821232475944,0
183.19532099026551,8.68456414634213,0
96.86584317356832,4.324847200075916,0
92.36189031587985,4.361697275287995,1
17.377647821581846,5.448282529884534,0
136.7413123106464,3.337044746161756,1
40.22229826023217,1.433095989994602,1
-33.97105658232229,0.898862253729213,1
13.652597503710524,6.412448639912169,1
115.83181806601824,4.583542726944659,0
41.154125889673885,5.576569260869956,0
4.383746354550738,1.8755796853370357,1
152.17948992964708,5.569342818787831,1
80.5796169983542,5.380243999586836,1
81.28853709571653,4.091392452468784,0
110.17758177515888,9.764589806789687,1
141.52102402336885,5.679634048726544,0
81.46250761479322,3.2029828653669052,1
72.689597589869,2.4250545912538812,0
44.67093963405573,4.3623887820485905,1
89.10604539506811,7.600546405823614,1
134.32272794625834,7.358642358610195,1
80.12994446661219,7.192530541677492,0
146.20179764193335,6.074119079988918,1
66.8736359693367,6.306302195036311,0
116.04761479744018,4.0515727855191015,0
137.48654371462692,5.404123809173387,1
47.98322018049451,4.763394195790291,0
46.800167792045244,3.817227183564113,1
202.49002675072626,4.683783048442552,1
30.763777477261783,5.539775126665582,1
123.48075136169687,5.724733105176012,0
156.07720937977237,1.3155176478199504,0
83.13518146562275,3.4542417386684425,0
55.31659341508832,-1.4917156208923075,1
19.78155442736991,4.534161906431388,1
158.87671846523045,2.2864429552934946,1
121.64318641603278,7.891327169678863,0
96.83577484852472,7.694894768105596,0
215.3884927391573,6.7211323983475175,1
58.25434415658125,7.904335690566208,0
17.588190851512906,2.9396680347237556,0
183.67679880985565,5.144887027555439,0
100.45203196470456,4.192526347372008,1
164.76403495807426,8.091408199662135,0
152.33587150880604,4.9610010815159304,1
139.73993907519372,3.3152886824847987,0
94.2955379964448,8.419544515745116,1
92.58906292441795,4.356827540686916,0
111.83390588080952,4.55766868287079,0
111.47658992032092,4.291658356773561,0
112.54687465991233,5.092551805244971,1
77.7700391455081,7.189615054698259,1
76.07165817905188,8.355935991441834,1
36.56522558010201,6.862353927391431,0
55.54000606511994,5.8370215613040894,1
80.2048725493348,7.055840824385405,1
75.29492568600733,8.848109089103108,1
39.256646778757364,5.335693444191226,1
132.87078301126363,6.1470792983445595,0
214.346019825632,1.9669029387278743,0
105.93988556661206,6.7890363576278965,1
103.21830669610497,1.4854029693296473,0
216.34884241690887,5.053308415061204,1
87.66311706703159,0.8965905361638713,1
105.64251965827461,8.447173300796775,0
195.85463123558776,1.5553303631647264,1
52.200831963937375,3.7150347144962144,1
28.124610167620972,4.772336256522103,1
142.46004522601365,6.767934446126132,1
94.33085582749759,1.6720733707590294,0
75.77378659507617,5.053917547544735,1
88.12037262074703,9.089389762743227,1
87.63928925845026,3.1858178872742826,1
58.62543633885331,2.1678172556977233,1
162.1610624819217,4.62070006034018,1
119.97452536966708,4.684109557698419,1
92.76154628168034,4.085964115802351,0
73.3939661584831,7.790389475394023,0
107.51933283747894,6.884416539590518,1
24.954294898883646,5.364108684309713,0
106.56690226040563,4.965712806247029,1
33.64713127444978,4.043649075838165,1
53.27286007406663,4.2650381562453585,1
95.16583191366139,5.91747591214355,1
106.9336429454562,4.217075383801893,1
78.18056509005216,5.590845961283177,1
69.33852343213431,2.709820567800314,1
105.28395176964547,4.325345404449926,1
134.76729732831913,7.441852270945987,1
246.56617988085392,5.7417051665491465,0
112.21585872390335,6.744474838773279,0
97.15205395104289,4.034116070219098,0
70.97716142885835,4.656306365049869,0
119.45258203945504,8.28473803686703,0
194.67142505872198,1.2370399788186885,1
125.98060334794741,6.082204048806663,0
91.51013608722296,4.7569656973494,1
145.82750618252894,6.502990007493706,0
39.04865415974257,1.6028547827767357,1
83.05836655408444,5.904125495090452,1
102.58874644268387,5.1757621537726815,0
