timestamp,file_path,file_size,entropy,event_type,file_extension,label
1759858202.7846131,iot_test_files/normal/config_30_1759651832.txt,96,4.537113127636069,modified,.txt,0
1759858202.8061328,iot_test_files/normal/device_036.txt.encrypted,121,6.41456943555019,modified,.encrypted,0
1759858202.80801,iot_test_files/normal/device_020.txt.encrypted,121,6.608865096742975,modified,.encrypted,0
1759858202.8084872,iot_test_files/normal/device_005.txt.encrypted,120,6.471351741387776,created,.encrypted,0
1759858202.8088777,iot_test_files/normal/device_005.txt.encrypted,120,6.471351741387776,modified,.encrypted,0
1759858202.8097305,iot_test_files/normal/device_107.cfg.encrypted,43,5.240218243074191,modified,.encrypted,0
1759858202.8105083,iot_test_files/normal/device_095.log.encrypted,73,5.905511031453129,modified,.encrypted,0
1759858202.8113296,iot_test_files/normal/device_067.json.encrypted,58,5.685567202024123,modified,.encrypted,0
1759858202.8114977,iot_test_files/normal/device_060.json.encrypted,58,5.603586383021304,modified,.encrypted,0
1759858202.811907,iot_test_files/normal/device_019.txt.encrypted,121,6.427046914924793,modified,.encrypted,0
1759858202.8124053,iot_test_files/normal/device_004.txt.encrypted,120,6.550599866423835,modified,.encrypted,0
1759858202.8129044,iot_test_files/normal/device_023.txt.encrypted,121,6.470394952096997,created,.encrypted,0
1759858202.813833,iot_test_files/normal/device_023.txt.encrypted,121,6.470394952096997,modified,.encrypted,0
1759858202.8143299,iot_test_files/normal/device_093.log.encrypted,73,6.02544099723619,modified,.encrypted,0
1759858202.8151321,iot_test_files/normal/device_048.txt.encrypted,121,6.470394952096995,modified,.encrypted,0
1759858202.8157275,iot_test_files/normal/device_069.json.encrypted,58,5.651084443403432,created,.encrypted,0
1759858202.8162823,iot_test_files/normal/device_069.json.encrypted,58,5.651084443403432,modified,.encrypted,0
1759858202.8166766,iot_test_files/normal/device_046.txt.encrypted,121,6.493162617404132,modified,.encrypted,0
1759858202.817257,iot_test_files/normal/device_064.json.encrypted,58,5.651084443403433,created,.encrypted,0
1759858202.817715,iot_test_files/normal/device_064.json.encrypted,58,5.651084443403433,modified,.encrypted,0
1759858202.8185105,iot_test_files/normal/device_032.txt.encrypted,121,6.519981728956502,modified,.encrypted,0
1759858202.8186986,iot_test_files/normal/device_075.json.encrypted,58,5.6725519002626825,created,.encrypted,0
1759858202.818791,iot_test_files/normal/device_075.json.encrypted,58,5.6725519002626825,modified,.encrypted,0
1759858202.818907,iot_test_files/normal/device_054.json.encrypted,58,5.616601684782743,modified,.encrypted,0
1759858202.8190064,iot_test_files/normal/device_061.json.encrypted,58,5.651084443403432,created,.encrypted,0
1759858202.8191125,iot_test_files/normal/device_061.json.encrypted,58,5.651084443403432,modified,.encrypted,0
1759858202.8192303,iot_test_files/normal/device_030.txt.encrypted,121,6.497214063649364,created,.encrypted,0
1759858202.8193486,iot_test_files/normal/device_030.txt.encrypted,121,6.497214063649364,modified,.encrypted,0
1759858202.8202698,iot_test_files/normal/device_073.json.encrypted,58,5.616601684782743,created,.encrypted,0
1759858202.8205247,iot_test_files/normal/device_073.json.encrypted,58,5.616601684782743,modified,.encrypted,0
1759858202.8211865,iot_test_files/normal/device_028.txt.encrypted,121,6.393989063685124,created,.encrypted,0
1759858202.8214967,iot_test_files/normal/device_028.txt.encrypted,121,6.393989063685124,modified,.encrypted,0
1759858202.8224232,iot_test_files/normal/normal_config.txt.encrypted,35,5.014997302659249,created,.encrypted,0
1759858202.8227992,iot_test_files/normal/normal_config.txt.encrypted,35,5.014997302659249,modified,.encrypted,0
1759858202.823701,iot_test_files/normal/device_006.txt.encrypted,120,6.521351741387777,created,.encrypted,0
1759858202.824719,iot_test_files/normal/device_006.txt.encrypted,120,6.521351741387777,modified,.encrypted,0
1759858202.8251202,iot_test_files/normal/device_078.json.encrypted,58,5.474107503636357,modified,.encrypted,0
1759858202.8257768,iot_test_files/normal/device_059.json.encrypted,58,5.720049960644812,created,.encrypted,0
1759858202.8263204,iot_test_files/normal/device_059.json.encrypted,58,5.720049960644812,modified,.encrypted,0
1759858202.8269837,iot_test_files/normal/device_038.txt.encrypted,121,6.470394952096995,created,.encrypted,0
1759858202.8274717,iot_test_files/normal/device_038.txt.encrypted,121,6.470394952096995,modified,.encrypted,0
1759858202.8281918,iot_test_files/normal/device_026.txt.encrypted,121,6.453866026477161,created,.encrypted,0
1759858202.8288312,iot_test_files/normal/device_026.txt.encrypted,121,6.453866026477161,modified,.encrypted,0
1759858202.8292174,iot_test_files/normal/device_086.log.encrypted,73,5.915851956140299,modified,.encrypted,0
1759858202.8297522,iot_test_files/normal/device_086.log.encrypted,73,5.915851956140299,modified,.encrypted,0
1759858202.8305085,iot_test_files/normal/device_012.txt.encrypted,121,6.464156212409695,modified,.encrypted,0
1759858202.8308065,iot_test_files/normal/device_008.txt.encrypted,120,6.49210361635172,modified,.encrypted,0
1759858202.8312645,iot_test_files/normal/device_010.txt.encrypted,121,6.499401357091432,modified,.encrypted,0
1759858202.8316183,iot_test_files/normal/device_115.dat.encrypted,219,6.99369733345523,modified,.encrypted,0
1759858202.8323507,iot_test_files/normal/device_029.txt.encrypted,121,6.515930282711268,modified,.encrypted,0
1759858202.8334012,iot_test_files/normal/device_021.txt.encrypted,121,6.493162617404132,modified,.encrypted,0
1759858202.8345227,iot_test_files/normal/device_045.txt.encrypted,121,6.447627286789861,modified,.encrypted,0
1759858202.8352985,iot_test_files/normal/device_096.log.encrypted,73,5.888454695866326,modified,.encrypted,0
1759858202.8355417,iot_test_files/normal/device_068.json.encrypted,58,5.754532719265502,modified,.encrypted,0
1759858202.8357875,iot_test_files/normal/device_087.log.encrypted,73,5.8233192506312115,modified,.encrypted,0
1759858202.8359299,iot_test_files/normal/device_001.txt.encrypted,120,6.5339331997571675,modified,.encrypted,0
1759858202.836542,iot_test_files/normal/device_084.log.encrypted,73,5.977361887587877,created,.encrypted,0
1759858202.836866,iot_test_files/normal/device_084.log.encrypted,73,5.977361887587877,modified,.encrypted,0
