timestamp,file_path,file_size,entropy,event_type,file_extension,label
1758868599.972804,iot_test_files/attacked/system_log_2.log.encrypted,82,6.177614352152679,created,.encrypted,1
1758868599.9733458,iot_test_files/attacked/system_log_2.log.encrypted,82,6.177614352152679,modified,.encrypted,1
1758868599.97358,iot_test_files/attacked/system_log_10.log.encrypted,83,6.124980545778696,created,.encrypted,1
1758868599.973772,iot_test_files/attacked/system_log_10.log.encrypted,83,6.124980545778696,modified,.encrypted,1
1758868599.973948,iot_test_files/attacked/log_1758867994_5521.txt.encrypted,113,6.375358940233871,created,.encrypted,1
1758868599.9741147,iot_test_files/attacked/log_1758867994_5521.txt.encrypted,113,6.375358940233871,modified,.encrypted,1
1758868599.9742868,iot_test_files/attacked/backup_data_3.dat.encrypted,244,7.079148378631878,created,.encrypted,1
1758868599.9744444,iot_test_files/attacked/backup_data_3.dat.encrypted,244,7.079148378631878,modified,.encrypted,1
1758868599.9746308,iot_test_files/attacked/config_device_0.cfg.encrypted,154,6.7340651120110975,created,.encrypted,1
1758868599.9748228,iot_test_files/attacked/config_device_0.cfg.encrypted,154,6.7340651120110975,modified,.encrypted,1
1758868599.9749978,iot_test_files/attacked/config_device_16.cfg.encrypted,112,6.4010176452332495,created,.encrypted,1
1758868599.9751651,iot_test_files/attacked/config_device_16.cfg.encrypted,112,6.4010176452332495,modified,.encrypted,1
1758868599.9753435,iot_test_files/attacked/system_log_14.log.encrypted,195,6.927692749580497,created,.encrypted,1
1758868599.9756057,iot_test_files/attacked/system_log_14.log.encrypted,195,6.927692749580497,modified,.encrypted,1
1758868599.9757814,iot_test_files/attacked/sensor_data_9.json.encrypted,111,6.3844178933381635,created,.encrypted,1
1758868599.9759395,iot_test_files/attacked/sensor_data_9.json.encrypted,111,6.3844178933381635,modified,.encrypted,1
1758868599.9761114,iot_test_files/attacked/system_log_6.log.encrypted,181,6.93067710250499,created,.encrypted,1
1758868599.9762795,iot_test_files/attacked/system_log_6.log.encrypted,181,6.93067710250499,modified,.encrypted,1
1758868599.976462,iot_test_files/attacked/backup_data_11.dat.encrypted,257,7.1367627554838196,created,.encrypted,1
1758868599.9766734,iot_test_files/attacked/backup_data_11.dat.encrypted,257,7.1367627554838196,modified,.encrypted,1
1758868599.976928,iot_test_files/attacked/log_1758867885_4442.txt.encrypted,169,6.8099072292944465,created,.encrypted,1
1758868599.9771361,iot_test_files/attacked/log_1758867885_4442.txt.encrypted,169,6.8099072292944465,modified,.encrypted,1
1758868599.977292,iot_test_files/attacked/log_1758867763_6458.txt.encrypted,169,6.813398888855292,created,.encrypted,1
1758868599.9774342,iot_test_files/attacked/log_1758867763_6458.txt.encrypted,169,6.813398888855292,modified,.encrypted,1
1758868599.9775734,iot_test_files/attacked/READ_ME_FOR_DECRYPT.txt,194,5.04171491120636,created,.txt,1
1758868599.9783745,iot_test_files/attacked/READ_ME_FOR_DECRYPT.txt,194,5.04171491120636,modified,.txt,1
1758869688.2771435,iot_test_files/attacked/log_1758869531_6841.txt.encrypted,169,6.814964939189554,created,.encrypted,1
1758869688.2775235,iot_test_files/attacked/log_1758869531_6841.txt.encrypted,169,6.814964939189554,modified,.encrypted,1
1758869688.2779076,iot_test_files/attacked/system_log_2.log.encrypted,82,6.089259321691258,modified,.encrypted,1
1758869688.2781363,iot_test_files/attacked/system_log_10.log.encrypted,182,6.8476904342238845,modified,.encrypted,1
1758869688.2783008,iot_test_files/attacked/log_1758869579_5287.txt.encrypted,113,6.36434024556275,created,.encrypted,1
1758869688.2784507,iot_test_files/attacked/log_1758869579_5287.txt.encrypted,113,6.36434024556275,modified,.encrypted,1
1758869688.2786307,iot_test_files/attacked/log_1758869107_6466.txt.encrypted,113,6.459516241157119,created,.encrypted,1
1758869688.2787905,iot_test_files/attacked/log_1758869107_6466.txt.encrypted,113,6.459516241157119,modified,.encrypted,1
1758869688.27899,iot_test_files/attacked/backup_data_7.dat.encrypted,330,7.391842953879219,created,.encrypted,1
1758869688.279173,iot_test_files/attacked/backup_data_7.dat.encrypted,330,7.391842953879219,modified,.encrypted,1
1758869688.2793086,iot_test_files/attacked/log_1758867897_1579.txt.encrypted,113,6.39305805527812,created,.encrypted,1
1758869688.279501,iot_test_files/attacked/log_1758867897_1579.txt.encrypted,113,6.39305805527812,modified,.encrypted,1
1758869688.2797897,iot_test_files/attacked/config_device_12.cfg.encrypted,142,6.549154073623387,created,.encrypted,1
1758869688.2799542,iot_test_files/attacked/config_device_12.cfg.encrypted,142,6.549154073623387,modified,.encrypted,1
1758869688.2800822,iot_test_files/attacked/sensor_data_5.json.encrypted,55,5.599541531706474,created,.encrypted,1
1758869688.280203,iot_test_files/attacked/sensor_data_5.json.encrypted,55,5.599541531706474,modified,.encrypted,1
1758869688.2803707,iot_test_files/attacked/backup_data_3.dat.encrypted,287,7.2896539109496175,modified,.encrypted,1
1758869688.2805045,iot_test_files/attacked/log_1758869422_4214.txt.encrypted,113,6.410757170322368,created,.encrypted,1
1758869688.2806344,iot_test_files/attacked/log_1758869422_4214.txt.encrypted,113,6.410757170322368,modified,.encrypted,1
1758869688.2807739,iot_test_files/attacked/READ_ME_FOR_DECRYPT.txt,194,5.052024189556877,modified,.txt,1
